orden_base;orden_pagina;orden_en_pagina;tipo_registro;id_registro;id_padre;seccion;pagina;Marca;ruta_relativa;area_principal;subarea_1;subarea_2;nombre_recurso;grupo_modal;tipo_activo;formatos_disponibles;cantidad_formatos;descripcion_clara;tiene_descargas;cantidad_items_descargables_pagina;cantidad_opciones_descarga_pagina;notas;redundancia_detectada;detalle_redundancia;palabras_clave;texto_indexacion
30;3;14;descargable;D-003-014;P-003;Ecosistema;Móvil;Móvil;brands/movil.html;Logos;;Variaciones;Logotipo pill (blanco, fondo negro);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Móvil | Logos > Variaciones | Recurso: Logotipo pill (blanco, fondo negro) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo pill (blanco, fondo negro).;Sí;;;;No;;Ecosistema | Móvil | Logos | Variaciones | Logotipo pill (blanco, fondo negro) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/movil.html | descargable | descarga;Sección: Ecosistema | Página: Móvil | Ruta: brands/movil.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo pill (blanco, fondo negro) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo pill (blanco, fondo negro) en formato .ai.
31;3;15;descargable;D-003-015;P-003;Ecosistema;Móvil;Móvil;brands/movil.html;Logos;;Variaciones;Logotipo pill (color, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Móvil | Logos > Variaciones | Recurso: Logotipo pill (color, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo pill (color, fondo blanco).;Sí;;;;No;;Ecosistema | Móvil | Logos | Variaciones | Logotipo pill (color, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/movil.html | descargable | descarga;Sección: Ecosistema | Página: Móvil | Ruta: brands/movil.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo pill (color, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo pill (color, fondo blanco) en formato .ai.
32;3;16;descargable;D-003-016;P-003;Ecosistema;Móvil;Móvil;brands/movil.html;Logos;;Variaciones;Logotipo pill (negro, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Móvil | Logos > Variaciones | Recurso: Logotipo pill (negro, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo pill (negro, fondo blanco).;Sí;;;;No;;Ecosistema | Móvil | Logos | Variaciones | Logotipo pill (negro, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/movil.html | descargable | descarga;Sección: Ecosistema | Página: Móvil | Ruta: brands/movil.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo pill (negro, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo pill (negro, fondo blanco) en formato .ai.
33;4;0;pagina;P-004;;Ecosistema;Fibra;Fibra;brands/fibra.html;;;;Fibra;;Página;;0;"Hub de marca Personal Fibra con logos descargables, paleta cromática y enlaces de redes/sitios. Bloques principales: Logos; Paleta cromática; Redes.";Sí;16;80;;No;;"Ecosistema | Fibra | brands/fibra.html | Logos; Paleta cromática; Redes | página | descargas";"Sección: Ecosistema | Página: Fibra | Ruta: brands/fibra.html | Descripción: Hub de marca Personal Fibra con logos descargables, paleta cromática y enlaces de redes/sitios. | Bloques: Logos; Paleta cromática; Redes | Tiene descargas: Sí | Cantidad de ítems descargables: 16 | Cantidad de opciones de descarga: 80"
34;4;1;descargable;D-004-001;P-004;Ecosistema;Fibra;Fibra;brands/fibra.html;Logos;;;Isotipo (blanco, fondo marca);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Fibra | Logos | Recurso: Isotipo (blanco, fondo marca) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Isotipo (blanco, fondo marca).;Sí;;;;No;;Ecosistema | Fibra | Logos | Isotipo (blanco, fondo marca) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/fibra.html | descargable | descarga;Sección: Ecosistema | Página: Fibra | Ruta: brands/fibra.html | Área principal: Logos | Nombre del recurso: Isotipo (blanco, fondo marca) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Isotipo (blanco, fondo marca) en formato .ai.
35;4;2;descargable;D-004-002;P-004;Ecosistema;Fibra;Fibra;brands/fibra.html;Logos;;;Isotipo (blanco, fondo negro);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Fibra | Logos | Recurso: Isotipo (blanco, fondo negro) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Isotipo (blanco, fondo negro).;Sí;;;;No;;Ecosistema | Fibra | Logos | Isotipo (blanco, fondo negro) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/fibra.html | descargable | descarga;Sección: Ecosistema | Página: Fibra | Ruta: brands/fibra.html | Área principal: Logos | Nombre del recurso: Isotipo (blanco, fondo negro) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Isotipo (blanco, fondo negro) en formato .ai.
36;4;3;descargable;D-004-003;P-004;Ecosistema;Fibra;Fibra;brands/fibra.html;Logos;;;Isotipo (color, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Fibra | Logos | Recurso: Isotipo (color, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Isotipo (color, fondo blanco).;Sí;;;;No;;Ecosistema | Fibra | Logos | Isotipo (color, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/fibra.html | descargable | descarga;Sección: Ecosistema | Página: Fibra | Ruta: brands/fibra.html | Área principal: Logos | Nombre del recurso: Isotipo (color, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Isotipo (color, fondo blanco) en formato .ai.
37;4;4;descargable;D-004-004;P-004;Ecosistema;Fibra;Fibra;brands/fibra.html;Logos;;;Isotipo (negro, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Fibra | Logos | Recurso: Isotipo (negro, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Isotipo (negro, fondo blanco).;Sí;;;;No;;Ecosistema | Fibra | Logos | Isotipo (negro, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/fibra.html | descargable | descarga;Sección: Ecosistema | Página: Fibra | Ruta: brands/fibra.html | Área principal: Logos | Nombre del recurso: Isotipo (negro, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Isotipo (negro, fondo blanco) en formato .ai.
38;4;5;descargable;D-004-005;P-004;Ecosistema;Fibra;Fibra;brands/fibra.html;Logos;;;Logotipo (blanco, fondo marca);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Fibra | Logos | Recurso: Logotipo (blanco, fondo marca) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Logotipo (blanco, fondo marca).;Sí;;;;No;;Ecosistema | Fibra | Logos | Logotipo (blanco, fondo marca) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/fibra.html | descargable | descarga;Sección: Ecosistema | Página: Fibra | Ruta: brands/fibra.html | Área principal: Logos | Nombre del recurso: Logotipo (blanco, fondo marca) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Logotipo (blanco, fondo marca) en formato .ai.
39;4;6;descargable;D-004-006;P-004;Ecosistema;Fibra;Fibra;brands/fibra.html;Logos;;;Logotipo (blanco, fondo negro);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Fibra | Logos | Recurso: Logotipo (blanco, fondo negro) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Logotipo (blanco, fondo negro).;Sí;;;;No;;Ecosistema | Fibra | Logos | Logotipo (blanco, fondo negro) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/fibra.html | descargable | descarga;Sección: Ecosistema | Página: Fibra | Ruta: brands/fibra.html | Área principal: Logos | Nombre del recurso: Logotipo (blanco, fondo negro) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Logotipo (blanco, fondo negro) en formato .ai.
40;4;7;descargable;D-004-007;P-004;Ecosistema;Fibra;Fibra;brands/fibra.html;Logos;;;Logotipo (color, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Fibra | Logos | Recurso: Logotipo (color, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Logotipo (color, fondo blanco).;Sí;;;;No;;Ecosistema | Fibra | Logos | Logotipo (color, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/fibra.html | descargable | descarga;Sección: Ecosistema | Página: Fibra | Ruta: brands/fibra.html | Área principal: Logos | Nombre del recurso: Logotipo (color, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Logotipo (color, fondo blanco) en formato .ai.
41;4;8;descargable;D-004-008;P-004;Ecosistema;Fibra;Fibra;brands/fibra.html;Logos;;;Logotipo (negro, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Fibra | Logos | Recurso: Logotipo (negro, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Logotipo (negro, fondo blanco).;Sí;;;;No;;Ecosistema | Fibra | Logos | Logotipo (negro, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/fibra.html | descargable | descarga;Sección: Ecosistema | Página: Fibra | Ruta: brands/fibra.html | Área principal: Logos | Nombre del recurso: Logotipo (negro, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Logotipo (negro, fondo blanco) en formato .ai.
42;4;9;descargable;D-004-009;P-004;Ecosistema;Fibra;Fibra;brands/fibra.html;Logos;;Variaciones;Logotipo (blanco, fondo marca);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Fibra | Logos > Variaciones | Recurso: Logotipo (blanco, fondo marca) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo (blanco, fondo marca).;Sí;;;;No;;Ecosistema | Fibra | Logos | Variaciones | Logotipo (blanco, fondo marca) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/fibra.html | descargable | descarga;Sección: Ecosistema | Página: Fibra | Ruta: brands/fibra.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo (blanco, fondo marca) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo (blanco, fondo marca) en formato .ai.
43;4;10;descargable;D-004-010;P-004;Ecosistema;Fibra;Fibra;brands/fibra.html;Logos;;Variaciones;Logotipo (blanco, fondo negro);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Fibra | Logos > Variaciones | Recurso: Logotipo (blanco, fondo negro) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo (blanco, fondo negro).;Sí;;;;No;;Ecosistema | Fibra | Logos | Variaciones | Logotipo (blanco, fondo negro) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/fibra.html | descargable | descarga;Sección: Ecosistema | Página: Fibra | Ruta: brands/fibra.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo (blanco, fondo negro) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo (blanco, fondo negro) en formato .ai.
44;4;11;descargable;D-004-011;P-004;Ecosistema;Fibra;Fibra;brands/fibra.html;Logos;;Variaciones;Logotipo (color, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Fibra | Logos > Variaciones | Recurso: Logotipo (color, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo (color, fondo blanco).;Sí;;;;No;;Ecosistema | Fibra | Logos | Variaciones | Logotipo (color, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/fibra.html | descargable | descarga;Sección: Ecosistema | Página: Fibra | Ruta: brands/fibra.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo (color, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo (color, fondo blanco) en formato .ai.
45;4;12;descargable;D-004-012;P-004;Ecosistema;Fibra;Fibra;brands/fibra.html;Logos;;Variaciones;Logotipo (negro, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Fibra | Logos > Variaciones | Recurso: Logotipo (negro, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo (negro, fondo blanco).;Sí;;;;No;;Ecosistema | Fibra | Logos | Variaciones | Logotipo (negro, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/fibra.html | descargable | descarga;Sección: Ecosistema | Página: Fibra | Ruta: brands/fibra.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo (negro, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo (negro, fondo blanco) en formato .ai.
46;4;13;descargable;D-004-013;P-004;Ecosistema;Fibra;Fibra;brands/fibra.html;Logos;;Variaciones;Logotipo pill (blanco, fondo marca);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Fibra | Logos > Variaciones | Recurso: Logotipo pill (blanco, fondo marca) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo pill (blanco, fondo marca).;Sí;;;;No;;Ecosistema | Fibra | Logos | Variaciones | Logotipo pill (blanco, fondo marca) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/fibra.html | descargable | descarga;Sección: Ecosistema | Página: Fibra | Ruta: brands/fibra.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo pill (blanco, fondo marca) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo pill (blanco, fondo marca) en formato .ai.
